@RELATION gaze_labels

%@METADATA width_px 1280
%@METADATA height_px 720
%@METADATA width_mm 400.00
%@METADATA height_mm 225.00
%@METADATA distance_mm 450.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC

% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
%   - 0 is UNKNOWN
%   - 1 is FIX (fixation)
%   - 2 is SACCADE
%   - 3 is SP (smooth pursuit)
%   - 4 is NOISE
% 
%The number after speed, direction denotes the step size that was used for the calculation.
%Acceleration was calculated between two adjacent samples of the already low pass filtered velocity

@DATA
671000,710.00,403.00,1.00,3,1,1,125.00,0.93,26591.69,201.56,1.05,40310.48,119.67,1.19,12593.95,115.46,1.09,7756.78,162.84,1.11,641.03
675000,710.50,404.00,1.00,3,1,1,279.51,1.11,39528.47,312.50,1.29,31405.86,199.71,1.22,20040.62,145.98,1.18,8160.27,150.92,1.07,3540.18
679000,710.70,405.40,1.00,3,1,1,353.55,1.43,31250.00,203.49,1.39,27950.85,177.88,1.25,5633.67,120.81,1.23,6548.91,132.15,1.05,4713.94
683000,710.80,405.60,1.00,3,1,1,55.90,1.11,75259.97,45.07,0.98,40745.02,261.08,1.38,21930.73,155.23,1.18,8787.70,124.76,0.88,5770.10
687000,710.90,405.70,1.00,3,1,1,35.36,0.79,6250.00,318.69,1.37,69386.26,122.44,1.28,34922.51,143.34,1.11,4054.20,119.31,0.71,5333.19
691000,711.30,408.10,1.00,3,1,1,608.28,1.41,144967.67,164.92,1.33,38537.73,124.50,1.14,4481.64,121.63,0.97,7166.88,109.76,0.64,3109.16
702000,711.50,408.10,1.00,3,1,1,18.18,0.00,55050.26,47.14,0.14,13952.56,121.82,0.96,1976.28,92.63,0.73,3496.50,103.87,0.66,564.33
706000,712.00,408.20,1.00,3,1,1,127.48,0.20,27426.18,125.62,-0.10,20161.03,83.07,-0.10,27368.87,114.81,0.51,7798.41,118.87,0.76,4641.62
710000,712.50,408.00,1.00,3,1,1,134.63,-0.38,18750.00,154.62,-0.24,8838.83,120.22,-0.16,9378.45,140.47,0.37,7798.41,129.73,0.91,5490.07
714000,713.20,407.90,1.00,3,1,1,176.78,-0.14,13975.42,115.24,-0.22,9882.12,170.59,-0.15,12597.28,123.50,-0.08,15504.34,290.41,1.19,42299.88
718000,713.40,407.80,1.00,3,1,1,55.90,-0.46,31250.00,187.92,-0.07,19008.63,219.55,-0.09,12597.28,145.96,-0.08,5613.80,617.85,1.31,82892.35
722000,714.70,407.80,1.00,3,1,1,325.00,0.00,69033.51,325.24,-0.04,34375.00,181.68,-0.07,9504.32,118.53,0.08,8637.69,1034.51,1.33,104257.48
726000,716.00,407.70,1.00,3,1,1,325.96,-0.08,6250.00,175.45,-0.07,37500.00,170.69,-0.03,3137.14,121.21,0.64,16769.65,1537.07,1.32,125681.49
730000,716.10,407.70,1.00,3,1,1,25.00,0.00,75259.97,33.33,0.00,35554.27,81.72,0.53,27629.84,494.47,1.25,100280.83,1994.22,1.33,114343.71
735000,716.30,407.70,1.00,3,1,1,40.00,0.00,3000.00,91.62,1.82,20964.40,159.80,1.68,29411.76,1258.23,1.36,153677.90,2621.06,1.35,125550.02
739000,715.90,408.50,1.00,3,1,1,223.61,2.03,61032.78,345.73,1.79,63537.87,932.55,1.43,194679.45,2166.83,1.38,227294.19,2836.20,1.35,53831.77
743000,715.70,410.40,1.00,2,2,2,477.62,1.68,69877.12,1886.51,1.41,392607.47,2569.45,1.43,409225.25,3259.81,1.36,273417.69,2973.98,1.35,34485.79
747000,718.30,423.40,1.00,2,2,2,3314.36,1.37,715481.70,4816.90,1.40,732617.58,4412.35,1.39,461665.21,4330.75,1.37,267736.32,3166.92,1.34,49141.18
751000,722.10,448.40,1.00,2,2,2,6321.79,1.42,753740.67,6938.52,1.39,530808.64,6562.22,1.36,539825.09,5304.94,1.37,243815.47,3175.33,1.34,2470.53
755000,728.30,478.00,1.00,2,2,2,7560.59,1.36,324278.04,8316.00,1.33,362836.59,7943.81,1.36,345397.33,5819.61,1.37,128792.45,3171.95,1.35,5482.68
759000,738.00,513.00,1.00,2,2,2,9079.82,1.30,402191.26,8955.76,1.33,159986.57,8045.51,1.36,25435.66,6042.44,1.37,56104.93,3168.72,1.36,5482.68
763000,745.30,547.60,1.00,2,2,2,8840.43,1.36,152069.06,7781.59,1.39,315485.74,7322.88,1.36,180693.26,6013.94,1.35,28852.49,3172.78,1.35,1408.42
767000,749.40,574.20,1.00,2,2,2,6728.53,1.42,538516.48,5465.18,1.40,579516.56,5488.69,1.38,459933.57,5216.39,1.34,199943.09,3227.27,1.35,13657.72
770000,751.80,585.30,1.00,2,2,2,3785.50,1.36,986189.36,2869.69,1.35,867686.47,3956.57,1.33,516632.02,4243.66,1.33,324357.12,3241.79,1.35,8547.88
774000,753.80,593.80,1.00,2,2,2,2183.03,1.34,400829.22,2671.76,1.20,116637.53,2207.35,1.26,440334.47,3072.11,1.34,293113.82,3210.74,1.34,8483.16
778000,759.60,605.20,1.00,2,2,2,3197.66,1.10,298760.46,1654.78,1.12,257694.10,1368.65,1.21,210631.95,1941.07,1.33,282945.02,2997.69,1.34,53312.13
782000,759.60,605.70,1.00,2,2,2,125.00,1.57,771691.53,76.03,1.74,398360.90,827.65,1.13,136805.78,1090.50,1.24,214873.58,2597.06,1.33,100622.43
786000,759.50,605.80,1.00,3,1,3,35.36,2.36,25769.41,27.95,2.68,15934.44,51.54,1.33,194278.51,758.71,1.16,84832.81,2116.74,1.31,120238.10
790000,759.40,605.80,1.00,3,1,3,25.00,3.14,6250.00,45.07,0.59,15934.44,53.76,0.62,9110.86,489.94,1.05,69408.25,1539.18,1.32,144401.38
794000,759.80,606.00,1.00,3,1,3,111.80,0.46,33657.28,123.11,0.42,19764.24,163.58,0.76,27643.45,90.63,0.76,100974.86,987.44,1.26,138963.70
798000,760.30,606.20,1.00,3,1,3,134.63,0.38,6250.00,282.84,0.79,43413.89,170.02,0.63,5633.67,84.14,0.55,4941.06,572.49,1.14,106234.39
802000,761.40,607.60,1.00,3,1,3,445.11,0.90,83852.55,221.15,0.75,15625.00,140.45,0.56,7812.50,89.49,0.43,2816.84,388.92,1.04,47442.61
806000,761.60,607.40,1.00,3,1,3,70.71,-0.79,114734.75,62.50,-0.93,58962.38,114.73,0.51,6629.13,94.01,0.37,1746.93,264.55,0.88,33499.09
810000,761.70,607.20,1.00,3,1,3,55.90,-1.11,6250.00,53.03,-0.79,3125.00,57.62,-0.71,27332.59,137.29,0.21,11822.46,95.84,0.33,47526.08
814000,761.90,607.10,1.00,3,1,3,55.90,-0.46,8838.83,55.90,-0.46,4419.42,48.81,-0.69,2209.71,130.54,0.19,1746.93,116.05,0.25,5398.33
818000,762.10,607.00,1.00,3,1,3,55.90,-0.46,0.00,45.07,-0.59,3125.00,151.17,-0.12,28298.08,98.15,-0.15,12705.31,120.69,0.30,1720.05
822000,762.20,606.90,1.00,3,1,3,35.36,-0.79,6250.00,250.31,-0.05,53216.83,156.37,-0.04,3493.86,94.38,-0.10,1693.99,124.55,0.31,1087.86
826000,764.10,606.90,1.00,3,1,3,475.00,0.00,112673.48,275.28,0.05,8838.83,147.18,0.04,3805.19,115.15,0.00,5769.53,138.85,0.27,3865.34
830000,764.40,607.00,1.00,3,1,3,79.06,0.32,100195.12,59.84,0.38,54914.93,147.53,0.08,1470.59,152.27,0.10,9848.48,142.18,0.23,1631.78
835000,764.60,607.10,1.00,3,1,3,44.72,0.46,7071.07,35.14,0.32,4969.04,84.22,0.21,12994.54,152.18,0.22,3686.52,138.77,0.07,4615.38
839000,764.70,607.10,1.00,3,1,3,25.00,0.00,6250.00,113.19,0.11,19794.71,151.23,0.24,16767.29,154.43,0.28,2272.73,139.77,0.10,1217.24
843000,765.50,607.20,1.00,3,1,3,201.56,0.12,44194.17,282.01,0.22,42504.60,162.50,0.39,6841.10,140.87,0.33,3862.89,139.94,0.11,390.63
847000,766.90,607.60,1.00,3,1,3,364.01,0.28,41926.27,218.66,0.54,25194.56,167.71,0.46,3125.00,153.62,0.26,4079.67,138.99,0.15,1235.26
851000,767.00,608.10,1.00,3,1,3,127.48,1.37,81490.03,91.00,1.29,41102.96,201.94,0.38,9375.00,184.48,0.19,8286.83,137.69,0.16,552.43
855000,767.10,608.30,1.00,3,1,3,55.90,1.11,18750.00,191.21,0.20,42504.60,156.25,0.28,12203.52,191.06,0.20,1819.58,143.11,0.19,1657.28
859000,768.50,608.40,1.00,3,1,3,350.89,0.07,81490.03,275.00,0.00,23799.29,212.59,0.03,18221.72,167.65,0.19,5871.06,121.28,0.26,5975.41
863000,769.30,608.30,1.00,3,1,3,201.56,-0.12,39528.47,238.81,-0.10,11267.35,226.67,0.00,3871.02,125.27,0.21,10607.21,131.88,0.24,2734.38
867000,770.40,608.20,1.00,3,1,3,276.13,-0.09,18750.00,171.43,0.00,17660.75,140.63,-0.09,21921.58,122.96,0.08,4032.26,132.06,0.23,294.76
870000,770.50,608.30,1.00,3,1,3,47.14,0.79,82869.08,28.57,0.00,47619.05,93.57,0.07,16923.94,132.61,0.07,3225.81,134.76,0.26,1673.16
874000,770.60,608.20,1.00,3,1,3,35.36,-0.79,14731.39,27.95,0.46,3250.05,29.81,0.46,16749.79,101.29,0.16,8224.23,131.29,0.26,887.33
878000,770.70,608.40,1.00,3,1,3,55.90,1.11,18750.00,35.36,0.79,3125.00,47.60,0.40,4480.38,108.82,0.21,2280.99,110.12,0.26,5294.31
882000,770.80,608.40,1.00,3,1,3,25.00,0.00,12500.00,67.31,0.38,9375.00,76.29,0.61,7812.50,78.55,0.33,8104.74,108.04,0.18,2380.95
886000,771.20,608.60,1.00,3,1,3,111.80,0.46,22534.70,117.92,0.56,13258.25,124.53,0.31,14149.04,81.25,0.39,1375.74,105.73,0.14,1254.87
890000,771.60,608.90,1.00,3,1,3,125.00,0.64,6250.00,182.00,0.28,19008.63,124.53,0.31,0.00,96.93,0.36,3983.61,89.79,0.14,3988.05
894000,772.60,609.00,1.00,3,1,3,251.25,0.10,39528.47,138.07,0.09,13258.25,114.90,0.39,3493.86,95.86,0.33,781.25,87.81,0.22,1774.66
898000,772.70,609.00,1.00,3,1,3,25.00,0.00,56596.16,53.03,0.79,25769.41,121.35,0.21,5633.67,94.89,0.30,781.25,86.62,0.24,561.20
902000,772.90,609.30,1.00,3,1,3,90.14,0.98,19764.24,106.80,0.36,15625.00,67.31,0.38,14062.50,80.34,0.24,3906.25,89.83,0.23,847.10
906000,773.50,609.30,1.00,3,1,3,150.00,0.00,31250.00,88.39,0.14,6987.71,65.25,0.29,1562.50,78.69,0.12,2343.75,92.54,0.20,873.46
910000,773.60,609.40,1.00,3,1,3,35.36,0.79,31868.87,25.00,0.00,15934.44,50.39,-0.12,6987.71,67.46,0.23,3493.86,95.86,0.33,3125.00
914000,773.70,609.30,1.00,3,1,3,35.36,-0.79,12500.00,27.95,-1.11,6987.71,38.02,-0.17,3125.00,95.04,0.17,7031.25,100.97,0.38,1746.93
918000,773.70,609.20,1.00,3,1,3,25.00,-1.57,6250.00,51.54,-0.24,9882.12,69.03,0.09,8414.32,100.44,0.09,2209.71,96.93,0.36,1104.85
922000,774.10,609.20,1.00,3,1,3,100.00,0.00,25769.41,130.50,0.29,22534.70,125.62,0.10,14149.04,90.68,0.03,2816.84,92.40,0.33,1408.42
926000,774.70,609.50,1.00,3,1,3,167.71,0.46,22534.70,203.49,0.19,18750.00,152.07,0.17,6987.71,95.86,0.33,7031.25,76.19,0.27,4225.26
930000,775.70,609.50,1.00,3,1,3,250.00,0.00,31250.00,175.45,0.07,8838.83,144.29,0.09,3493.86,107.62,0.45,4207.16,75.08,0.21,1171.87
934000,776.10,609.60,1.00,3,1,3,103.08,0.24,38017.27,88.39,-0.14,22750.34,125.78,0.46,13441.13,114.61,0.45,1746.93,75.15,0.06,2762.14
938000,776.40,609.40,1.00,3,1,3,90.14,-0.59,19764.24,111.80,1.11,29646.35,106.43,0.87,12597.28,109.02,0.48,1562.50,70.33,0.02,1408.42
942000,776.50,610.40,1.00,3,1,3,251.25,1.47,76034.53,182.00,1.29,18750.00,93.75,0.93,3493.86,85.01,0.30,7370.30,84.39,-0.02,3601.38
946000,776.80,610.80,1.00,3,1,3,125.00,0.93,39528.47,80.04,0.67,31405.86,100.78,1.05,3493.86,55.38,0.29,7411.59,93.80,0.03,2620.39
950000,777.00,610.80,1.00,3,1,3,50.00,0.00,25769.41,50.00,0.00,12884.71,50.39,-0.12,23437.50,50.00,0.00,3983.61,98.88,0.09,1953.12
954000,777.20,610.80,1.00,3,1,3,50.00,0.00,0.00,72.89,-1.03,15934.44,62.50,-0.93,11375.17,50.00,0.00,0.00,99.23,0.13,781.25
958000,777.30,610.30,1.00,3,1,3,127.48,-1.37,31868.87,103.08,-1.33,9882.12,86.83,-1.04,6442.35,85.35,-0.41,11103.65,91.11,0.10,2103.58
962000,777.40,610.00,1.00,3,1,3,79.06,-1.25,12500.00,100.78,-1.05,6987.71,100.78,-1.05,3493.86,99.31,-0.42,3493.86,75.07,0.04,4207.16
966000,777.70,609.60,1.00,3,1,3,125.00,-0.93,13975.42,106.07,-0.79,6987.71,123.27,-0.53,15388.84,98.82,-0.32,2470.53,72.03,-0.07,2103.58
970000,778.00,609.40,1.00,3,1,3,90.14,-0.59,12500.00,166.77,-0.23,23799.29,147.11,-0.21,12203.52,103.08,-0.24,2209.71,65.59,-0.22,3050.88
974000,779.00,609.30,1.00,3,1,3,251.25,-0.10,44194.17,212.87,0.06,17677.67,144.29,0.09,10937.50,100.20,-0.06,4687.50,68.54,-0.42,3537.26
978000,779.70,609.50,1.00,3,1,3,182.00,0.28,26516.50,139.75,0.46,25194.56,154.62,0.24,6442.35,97.33,-0.10,1104.85,82.46,-0.47,3601.38
982000,780.00,609.80,1.00,3,1,3,106.07,0.79,25769.41,107.53,0.62,9375.00,106.25,0.49,14405.54,94.22,-0.10,781.25,88.75,-0.46,1610.59
986000,780.40,610.00,1.00,3,1,3,111.80,0.46,8838.83,72.89,0.54,8838.83,51.54,0.24,14405.54,83.03,-0.35,6101.76,90.15,-0.45,390.62
990000,780.50,610.10,1.00,3,1,3,35.36,0.79,19764.24,39.53,-1.25,22534.70,53.76,-0.62,11048.54,51.73,-0.44,7967.22,89.45,-0.34,2470.53
994000,780.50,609.70,1.00,3,1,3,100.00,-1.57,31868.87,103.08,-1.33,15934.44,93.96,-1.50,18221.72,65.92,-0.55,3906.25,89.08,-0.27,1610.59
998000,780.70,609.30,1.00,3,1,3,111.80,-1.11,12500.00,150.00,-1.57,13975.42,93.75,-1.57,1562.50,80.65,-0.62,3906.25,84.58,-0.20,1746.93
1002000,780.50,608.50,1.00,3,1,3,206.16,-1.82,35355.34,91.00,-1.85,16828.64,102.51,-0.92,15934.44,82.03,-0.70,1746.93,80.43,-0.14,1746.93
1006000,780.50,608.60,1.00,3,1,3,25.00,1.57,57622.15,125.62,-0.10,41926.27,107.53,-0.62,7812.50,86.88,-0.66,1562.50,79.12,-0.16,552.43
1010000,781.50,608.40,1.00,3,1,3,254.95,-0.20,65251.92,203.49,-0.19,19764.24,119.41,-0.10,14740.60,83.85,-0.46,4207.16,81.52,-0.21,1235.26
1014000,782.10,608.30,1.00,3,1,3,152.07,-0.17,25769.41,113.19,-0.11,22750.34,138.07,-0.09,4687.50,76.10,-0.33,3221.18,83.06,-0.29,1562.50
1018000,782.40,608.30,1.00,3,1,3,75.00,0.00,19764.24,76.03,0.17,11267.35,87.72,0.07,13350.01,81.49,0.08,8156.49,79.56,-0.34,1408.42
1022000,782.70,608.40,1.00,3,1,3,79.06,0.32,6250.00,67.31,0.38,4419.42,57.62,0.22,7967.22,109.42,-0.03,7411.59,88.07,-0.44,2974.91
1026000,782.90,608.50,1.00,3,1,3,55.90,0.46,6250.00,39.53,0.32,6987.71,50.39,0.52,4419.42,103.12,0.00,1746.93,97.14,-0.45,2277.72
1030000,783.00,608.50,1.00,3,1,3,25.00,0.00,8838.83,35.36,0.79,4419.42,81.49,0.08,10481.57,93.75,0.00,2343.75,94.59,-0.39,1562.50
1034000,783.10,608.70,1.00,3,1,3,55.90,1.11,12500.00,125.00,0.00,25769.41,118.91,-0.05,9882.12,87.50,0.00,1562.50,98.94,-0.27,3050.88
1038000,784.00,608.50,1.00,3,1,3,230.49,-0.22,55901.70,215.78,-0.17,23799.29,131.84,-0.09,3493.86,93.23,-0.24,5524.27,94.91,-0.35,2209.71
1042000,784.80,608.40,1.00,3,1,3,201.56,-0.12,8838.83,139.75,-0.18,19008.63,133.61,-0.19,3125.00,110.44,-0.44,6675.00,76.86,-0.46,5093.13
1046000,785.10,608.30,1.00,3,1,3,79.06,-0.32,31250.00,51.54,-0.24,22097.09,111.80,-0.46,10004.88,113.28,-0.43,781.25,56.88,-0.65,5859.38
1050000,785.20,608.30,1.00,3,1,3,25.00,0.00,13975.42,97.63,-0.88,15934.44,119.41,-0.82,10481.57,124.45,-0.50,3493.86,178.79,-2.98,55490.75
1054000,785.60,607.70,1.00,3,1,3,180.28,-0.98,41926.27,197.64,-0.97,25194.56,110.57,-0.83,2209.71,92.91,-0.74,10186.25,699.21,-3.09,130474.01
1058000,786.10,607.00,1.00,3,1,3,215.06,-0.95,8838.83,123.74,-0.79,19764.24,128.24,-0.82,4419.42,76.86,-1.11,8734.64,1453.88,-3.11,188704.63
1062000,786.30,607.00,1.00,3,1,3,50.00,0.00,47598.58,67.31,-0.38,16828.64,83.85,-1.11,13350.01,68.82,-1.62,9375.00,2369.62,3.11,230580.28
1066000,786.60,606.80,1.00,3,1,3,90.14,-0.59,13975.42,63.74,-1.77,20963.14,51.54,-1.82,13975.42,444.20,-3.01,109419.63,3281.66,3.13,228146.40
1070000,786.20,606.50,1.00,3,1,3,125.00,-2.50,44194.17,115.24,-2.43,19008.63,98.82,-2.54,17258.38,1488.14,-3.11,261737.41,4137.86,-3.13,215704.24
1074000,785.90,606.20,1.00,3,1,3,106.07,-2.36,6250.00,158.11,-2.82,16828.64,968.93,-3.12,222072.98,3006.62,-3.13,379688.30,5043.37,-3.12,226584.72
1078000,785.00,606.10,1.00,3,1,3,226.38,-3.03,39528.47,1850.38,3.12,425562.59,3012.53,-3.14,510939.89,4843.79,3.11,461936.15,5830.55,-3.12,196888.95
1082000,771.10,606.50,1.00,2,2,2,3476.44,3.11,813100.74,5875.05,3.14,1006254.85,6000.16,-3.13,746915.86,6673.85,3.12,457823.17,6566.13,-3.13,184044.08
1086000,738.00,606.30,1.00,2,2,2,8275.15,-3.14,1200585.79,10150.77,-3.13,1069407.69,9608.59,3.10,907004.00,8343.88,-3.14,421233.60,7183.00,-3.13,154475.27
1090000,689.90,605.50,1.00,2,2,2,12026.66,-3.12,938249.70,13348.25,3.08,825881.39,12379.77,3.11,693925.93,10119.86,-3.13,444498.30,7695.46,-3.14,128127.38
1094000,631.40,612.60,1.00,2,2,2,14732.32,3.02,816265.31,14622.59,3.09,318811.27,13675.24,-3.14,341926.98,11656.99,-3.13,384403.58,7826.81,-3.13,33000.30
1098000,573.10,612.00,1.00,2,2,2,14575.77,-3.13,481412.31,14057.14,-3.07,463480.80,14239.81,-3.12,147273.40,12691.07,-3.13,258669.27,7884.93,-3.13,16429.49
1102000,519.20,605.00,1.00,2,2,2,13588.16,-3.01,485412.20,13938.12,-3.05,100971.84,13728.80,-3.09,166917.13,12878.26,-3.14,48317.64,7820.67,-3.12,25807.87
1106000,462.10,601.40,1.00,2,2,2,14303.34,-3.08,291815.44,13405.60,-3.11,262741.70,13018.14,-3.10,178788.51,12384.48,-3.14,123459.75,7754.47,-3.11,19429.42
1110000,412.00,601.90,1.00,2,2,2,12525.62,3.13,507021.02,12139.36,3.12,349455.49,12081.31,-3.14,265132.82,10816.66,-3.11,397907.89,7670.22,-3.11,21108.21
1114000,365.00,603.10,1.00,2,2,2,11753.83,3.12,198628.11,10767.04,3.11,344657.89,10532.41,3.13,390515.61,9103.61,-3.10,429088.36,7443.89,-3.11,56652.75
1118000,325.90,604.40,1.00,2,2,2,9780.40,3.11,493789.56,8925.56,3.13,462436.65,7912.80,3.13,655052.85,7299.92,-3.10,450954.53,6865.89,-3.11,144536.00
1122000,293.60,603.90,1.00,2,2,2,8075.97,-3.13,439637.63,5065.52,-3.11,968069.32,5189.49,-3.11,683318.25,5391.39,-3.09,477384.66,6045.69,-3.12,205283.01
1126000,285.40,603.00,1.00,2,2,2,2062.31,-3.03,1506457.45,1500.89,-2.88,904686.15,2568.60,-2.92,678438.15,3690.34,-3.06,426608.29,5072.18,-3.09,245927.83
1130000,282.00,600.80,1.00,2,2,2,1012.42,-2.57,310807.92,951.31,-1.52,400500.18,745.11,-1.90,568324.88,2216.00,-2.99,371974.28,4144.58,-3.08,232064.13
1134000,285.80,595.40,1.00,2,2,2,1650.76,-0.96,492442.89,1414.66,-0.81,232008.89,869.85,-0.88,198658.83,924.93,-2.73,336068.29,3177.71,-3.10,242218.06
1138000,289.80,592.60,1.00,2,2,3,1220.66,-0.61,162980.06,1130.96,-0.35,160869.22,962.11,-0.58,72095.45,392.17,-0.71,287394.89,2239.81,-3.12,234703.55
1142000,294.30,592.30,1.00,2,2,3,1127.50,-0.07,159344.36,637.99,-0.04,139649.39,832.47,-0.22,85951.70,714.56,-0.31,96628.97,1445.39,-3.09,198846.93
1146000,294.90,592.40,1.00,2,2,3,152.07,0.17,245028.70,563.06,0.04,22534.70,853.53,0.23,93867.11,832.79,-0.16,40602.46,699.25,-3.02,187558.58
1150000,298.80,592.50,1.00,3,3,3,975.32,0.03,206250.00,1104.89,0.38,150843.98,840.50,0.29,12597.28,944.49,0.04,52675.02,116.95,-1.97,162188.89
1154000,303.10,595.70,1.00,3,3,3,1340.01,0.64,195356.25,1142.37,0.40,11267.35,875.83,0.30,9110.86,920.16,0.17,31878.45,508.37,-0.20,135951.53
1158000,307.20,596.10,1.00,3,3,3,1029.87,0.10,175445.86,657.65,0.15,132876.82,1105.12,0.23,59375.00,807.15,0.20,28916.81,649.46,-0.13,36497.84
1162000,308.30,596.50,1.00,3,3,3,292.62,0.35,187500.00,1101.77,0.06,112889.95,989.18,0.13,40323.40,818.79,0.20,3221.18,734.52,-0.07,24009.94
1166000,316.00,596.60,1.00,3,3,3,1925.16,0.01,412925.92,1321.04,0.11,57452.43,779.92,0.11,52407.84,772.22,0.20,11744.76,683.20,0.08,28475.46
1170000,318.80,597.70,1.00,3,3,3,752.08,0.37,312562.49,463.85,0.24,215828.71,771.29,0.08,6442.35,702.26,0.08,28683.69,676.89,0.16,13643.94
1174000,319.60,597.50,1.00,3,3,3,206.16,-0.24,149085.76,226.38,-0.11,65921.95,441.10,0.13,82827.24,607.83,0.07,23644.92,646.64,0.18,8778.21
1178000,320.60,597.50,1.00,3,3,3,250.00,0.00,17677.67,425.00,0.00,50389.11,418.94,-0.03,17815.24,644.67,0.05,9663.53,681.23,0.17,9060.48
1182000,323.00,597.50,1.00,3,3,3,600.00,0.00,87500.00,612.50,0.00,46875.00,437.50,0.00,5633.67,423.86,0.16,56789.94,623.73,0.18,14474.22
1186000,325.50,597.50,1.00,3,3,3,625.00,0.00,6250.00,450.00,0.00,40625.00,518.79,0.01,20372.51,434.14,0.12,5002.44,580.02,0.08,18023.86
1190000,326.60,597.50,1.00,3,3,3,275.00,0.00,87500.00,425.18,0.03,6987.71,406.97,0.19,34303.90,486.59,0.15,13643.94,535.80,0.07,11110.52
1194000,328.90,597.60,1.00,3,3,3,575.54,0.04,75259.97,380.79,0.40,39156.14,457.79,0.25,14405.54,544.59,0.12,14925.76,544.74,0.06,2816.84
1198000,329.40,598.70,1.00,3,3,3,302.08,1.14,128695.38,508.98,0.43,32173.84,544.32,0.27,21763.11,476.00,0.13,17205.25,474.47,0.07,17582.46
1202000,332.60,599.30,1.00,3,3,3,813.94,0.19,171619.13,713.38,0.19,62265.18,576.22,0.22,10481.57,457.79,0.08,7370.30,434.78,0.04,10253.44
1206000,335.00,599.80,1.00,3,3,3,612.88,0.21,50389.11,663.56,0.06,26700.01,546.04,0.09,19327.06,463.78,0.07,1746.93,427.21,0.05,2277.72
1210000,337.90,599.60,1.00,3,3,3,726.72,-0.07,53764.53,389.31,-0.10,71260.96,470.25,-0.08,28811.08,444.85,0.07,4752.16,460.05,0.05,8212.42
1214000,338.10,599.50,1.00,3,3,3,55.90,-0.46,168865.70,297.12,-0.39,33802.04,406.97,-0.19,19578.07,528.13,-0.01,22777.16,438.51,0.07,5592.90
1218000,340.10,598.70,1.00,3,3,3,538.52,-0.38,120707.55,427.57,-0.27,34375.00,330.96,-0.19,19008.63,437.68,-0.03,22777.16,435.73,0.08,1408.42
1222000,341.40,598.60,1.00,3,3,3,325.96,-0.08,61871.84,375.21,-0.03,26700.01,515.58,-0.11,46901.03,372.71,-0.07,16701.22,459.90,0.10,6310.74
1226000,343.10,598.60,1.00,3,3,3,425.00,0.00,25769.41,612.50,0.00,59457.18,406.44,0.03,31638.21,378.45,-0.04,2816.84,475.45,0.09,3906.25
1230000,346.30,598.60,1.00,3,3,3,800.00,0.00,93750.00,439.10,0.09,44743.19,344.66,0.07,15934.44,403.14,-0.01,6987.71,480.61,0.06,3847.21
1234000,346.60,598.90,1.00,3,3,3,106.07,0.79,182217.25,90.14,0.59,90678.86,432.38,0.07,21930.73,413.68,0.08,8907.62,445.78,0.05,8907.62
1238000,346.90,599.00,1.00,3,3,3,79.06,0.32,12500.00,425.73,0.06,87722.93,297.97,0.17,34693.13,456.23,0.12,11535.02,421.95,0.02,6640.63
1242000,350.00,599.10,1.00,3,3,3,775.40,0.03,175000.00,514.93,0.10,22750.34,421.72,0.12,31250.00,506.26,0.11,12524.39,398.74,0.04,6176.32
1246000,351.00,599.40,1.00,3,3,3,261.01,0.29,131843.89,419.26,0.18,25769.41,568.34,0.14,36776.88,435.76,0.14,18036.56,420.88,0.05,5687.59
1250000,353.30,599.70,1.00,3,3,3,579.87,0.13,81250.00,622.75,0.18,50871.31,580.71,0.14,3125.00,456.23,0.12,5949.82,434.14,0.12,7544.22
1254000,355.90,600.30,1.00,3,3,3,667.08,0.23,26516.50,742.67,0.12,31868.87,573.67,0.13,2209.71,473.62,0.09,5633.67,439.35,0.12,1657.28
1258000,359.20,600.40,1.00,3,3,3,825.38,0.03,53764.53,526.34,0.07,54575.78,490.73,0.11,20846.35,421.37,0.11,13372.85,439.75,0.13,781.25
1262000,360.10,600.60,1.00,3,3,3,230.49,0.22,150130.15,238.81,0.10,71942.90,381.25,0.00,30055.29,440.00,0.11,4687.50,430.68,0.14,2376.08
1266000,361.10,600.60,1.00,3,3,3,250.00,0.00,13975.42,240.44,-0.16,15625.00,262.80,0.05,29851.52,455.22,0.15,6298.64,436.45,0.13,1746.93
